Harbor;Latitude;Longitude;Latitude2;Longitude2
omaezaki;N 34 37;E 138 13;34.6166666667;138.216666667
omashimokita;N 41 32;E 140 54;41.5333333333;140.9
reihoku;N 32 29;E 130 02;32.4833333333;130.033333333
ryotsu;N 38 06;E 138 27;38.1;138.45
saganoseki;N 33 15;E 131 52;33.25;131.866666667
saijo;N 33 57;E 133 11;33.95;133.183333333
sakaide;N 34 21;E 133 51;34.35;133.85
sakaiminato;N 35 31;E 133 14;35.5166666667;133.233333333
sendai;N 38 17;E 141 01;38.2833333333;141.016666667
shibushi;N 31 27;E 131 06;31.45;131.1
shimizu;N 35 01;E 138 31;35.0166666667;138.516666667
shimoda;N 34 40;E 138 57;34.6666666667;138.95
shimonoseki;N 33 58;E 130 57;33.9666666667;130.95
shiogama;N 38 19;E 141 03;38.3166666667;141.05
soma;N 37 51;E 140 58;37.85;140.966666667
susaki;N 33 24;E 133 18;33.4;133.3
tadotsu;N 34 17;E 133 44;34.2833333333;133.733333333
tagonoura;N 35 09;E 138 42;35.15;138.7
takamatsu;N 34 22;E 134 03;34.3666666667;134.05
takuma;N 34 14;E 133 40;34.2333333333;133.666666667
tamano;N 34 28;E 133 57;34.4666666667;133.95
tokyo;N 35 37;E 139 55;35.6166666667;139.916666667
tomakomai;N 42 39;E 141 39;42.65;141.65
tomakomaipower;N 42 36;E 141 48;42.6;141.8
toyohashi;N 34 43;E 137 19;34.7166666667;137.316666667
jpube;N 33 57;E 131 13;33.95;131.216666667
usuki;N 33 07;E 131 49;33.1166666667;131.816666667
wadomari;N 27 24;E 128 40;27.4;128.666666667
wakayama;N 34 12;E 135 09;34.2;135.15
wakkanai;N 45 24;E 141 41;45.4;141.683333333
yaizu;N 34 52;E 138 20;34.8666666667;138.333333333
yanai;N 33 56;E 132 07;33.9333333333;132.116666667
yatsushiro;N 32 32;E 130 33;32.5333333333;130.55
yawatahama;N 33 27;E 132 24;33.45;132.4
yokkaichi;N 34 58;E 136 40;34.9666666667;136.666666667
yokohama;N 35 27;E 139 42;35.45;139.7
yokosuka;N 35 18;E 139 39;35.3;139.65
aqaba;N 29 27;E 034 58;29.45;34.9666666667
bautino;N 44 34;E 050 15;44.5666666667;50.25
mombasa;S 04 04;E 039 39;-4.06666666667;39.65
minaalahmadi;N 29 07;E 048 09;29.1166666667;48.15
shuaiba;N 29 02;E 048 10;29.0333333333;48.1666666667
shuwaikh;N 29 21;E 047 56;29.35;47.9333333333
liepaja;N 56 32;E 021 01;56.5333333333;21.0166666667
mersrags;N 57 20;E 023 08;57.3333333333;23.1333333333
pavilosta;N 56 53;E 021 11;56.8833333333;21.1833333333
RIGA;N 56 59;E 024 08;56.9833333333;24.1333333333
roja;N 57 30;E 022 48;57.5;22.8
salacgriva;N 57 45;E 024 22;57.75;24.3666666667
skulte;N 57 19;E 024 24;57.3166666667;24.4
ventspils;N 57 24;E 021 34;57.4;21.5666666667
beirut;N 33 55;E 035 32;33.9166666667;35.5333333333
tripoli;N 34 28;E 035 50;34.4666666667;35.8333333333
buchanan;N 05 52;W 010 03;5.86666666667;-10.05
monrovia;N 06 21;W 010 48;6.35;-10.8
azzawiyahl;N 32 48;E 012 41;32.8;12.6833333333
benghazi;N 32 06;E 020 03;32.1;20.05
marsaelbrega;N 30 25;E 019 35;30.4166666667;19.5833333333
mellitah;N 32 52;E 012 14;32.8666666667;12.2333333333
misrata;N 32 21;E 015 14;32.35;15.2333333333
raslanuf;N 30 30;E 018 35;30.5;18.5833333333
tobruq;N 32 04;E 023 59;32.0666666667;23.9833333333
tripolis;N 32 55;E 013 12;32.9166666667;13.2
zuara;N 32 55;E 012 07;32.9166666667;12.1166666667
KLAIPEDA;N 55 41;E 021 08;55.6833333333;21.1333333333
toamasina;S 18 09;E 049 26;-18.15;49.4333333333
kualabaram;N 04 34;E 114 01;4.56666666667;114.016666667
kuantan;N 03 59;E 103 25;3.98333333333;103.416666667
kunak;N 04 42;E 118 15;4.7;118.25
labuan;N 05 16;E 115 14;5.26666666667;115.233333333
lahaddatu;N 05 01;E 118 21;5.01666666667;118.35
lankawi;N 06 26;E 099 46;6.43333333333;99.7666666667
lumutmalaysia;N 04 15;E 100 40;4.25;100.666666667
malakka;N 02 14;E 102 08;2.23333333333;102.133333333
manjung;N 04 09;E 100 38;4.15;100.633333333
miri;N 04 26;E 113 60;4.43333333333;114.0
pasirgudang;N 01 27;E 103 54;1.45;103.9
penang;N 05 24;E 100 22;5.4;100.366666667
portdickson;N 02 32;E 101 47;2.53333333333;101.783333333
portklang;N 02 59;E 101 20;2.98333333333;101.333333333
tanjungberhala;N 04 15;E 103 28;4.25;103.466666667
tanjungpelepas;N 01 22;E 103 33;1.36666666667;103.55
tawau;N 04 15;E 117 53;4.25;117.883333333
male;N 04 11;E 073 30;4.18333333333;73.5
cirkewwa;N 35 59;E 014 20;35.9833333333;14.3333333333
marsaxlokk;N 35 49;E 014 32;35.8166666667;14.5333333333
mgarr;N 36 02;E 014 18;36.0333333333;14.3
valletta;N 35 54;E 014 31;35.9;14.5166666667
nouakchott%20;N 17 59;W 016 02;17.9833333333;-16.0333333333
portlouis;S 20 09;E 057 30;-20.15;57.5
acapulco;N 16 51;W 099 54;16.85;-99.9
altamira;N 22 29;W 097 53;22.4833333333;-97.8833333333
campeche;N 19 50;W 090 34;19.8333333333;-90.5666666667
cayoarcas;N 18 50;W 091 44;18.8333333333;-91.7333333333
ciudaddelcarmen;N 18 39;W 091 51;18.65;-91.85
coatzacoalcos;N 18 08;W 094 24;18.1333333333;-94.4
cozumel%20;N 20 30;W 086 58;20.5;-86.9666666667
ensenada;N 31 51;W 116 38;31.85;-116.633333333
guaymas;N 27 55;W 110 53;27.9166666667;-110.883333333
lapaz;N 24 09;W 110 20;24.15;-110.333333333
lazarocardenas;N 17 57;W 102 10;17.95;-102.166666667
manzanillo;N 19 04;W 104 18;19.0666666667;-104.3
morroredondo;N 28 03;W 115 11;28.05;-115.183333333
pichilingue;N 24 16;W 110 20;24.2666666667;-110.333333333
progreso;N 21 19;W 089 40;21.3166666667;-89.6666666667
salinacruz;N 16 10;W 095 12;16.1666666667;-95.2
santarosalia;N 27 20;W 112 16;27.3333333333;-112.266666667
tampico;N 22 14;W 097 52;22.2333333333;-97.8666666667
topolobampo;N 25 36;W 109 03;25.6;-109.05
tuxpan;N 20 59;W 097 22;20.9833333333;-97.3666666667
veracruz;N 19 12;W 096 08;19.2;-96.1333333333
montecarlo;N 43 44;E 007 25;43.7333333333;7.41666666667
agadir;N 30 25;W 009 38;30.4166666667;-9.63333333333
casablanca;N 33 36;W 007 36;33.6;-7.6
eljadida;N 33 15;W 008 30;33.25;-8.5
jorflasfar;N 33 08;W 008 38;33.1333333333;-8.63333333333
laayoune;N 27 06;W 013 26;27.1;-13.4333333333
mohammedia;N 33 43;W 007 24;33.7166666667;-7.4
tanger;N 35 47;W 005 48;35.7833333333;-5.8
tangermed;N 35 54;W 005 30;35.9;-5.5
beira;S 19 49;E 034 50;-19.8166666667;34.8333333333
maputo;S 25 58;E 032 32;-25.9666666667;32.5333333333
nacala;S 14 33;E 040 40;-14.55;40.6666666667
LUEDERITZ;S 26 37;E 015 08;-26.6166666667;15.1333333333
walvisbay;S 22 58;E 014 29;-22.9666666667;14.4833333333
AMSTERDAM;N 52 25;E 004 50;52.4166666667;4.83333333333
arnheim;N 51 58;E 005 55;51.9666666667;5.91666666667
breskens;N 51 24;E 003 34;51.4;3.56666666667
cuijk;N 51 45;E 005 51;51.75;5.85
delfzijl;N 53 20;E 006 57;53.3333333333;6.95
denhelder;N 52 57;E 004 47;52.95;4.78333333333
denoever;N 52 56;E 005 02;52.9333333333;5.03333333333
dordrecht;N 51 47;E 004 40;51.7833333333;4.66666666667
EEMSHAVEN;N 53 27;E 006 50;53.45;6.83333333333
enkhuizen;N 52 42;E 005 17;52.7;5.28333333333
foxhol;N 53 10;E 006 43;53.1666666667;6.71666666667
geertruidenberg;N 51 42;E 004 51;51.7;4.85
giessendam;N 51 49;E 004 52;51.8166666667;4.86666666667
gorinchem;N 51 50;E 004 58;51.8333333333;4.96666666667
haarlem;N 52 23;E 004 39;52.3833333333;4.65
HANSWEERT;N 51 27;E 004 01;51.45;4.01666666667
HARLINGEN;N 53 11;E 005 25;53.1833333333;5.41666666667
heijen;N 51 41;E 005 58;51.6833333333;5.96666666667
hengelo;N 52 15;E 006 47;52.25;6.78333333333
IJMUIDEN;N 52 28;E 004 37;52.4666666667;4.61666666667
kornwerderzand;N 53 04;E 005 20;53.0666666667;5.33333333333
lauwersoog;N 53 24;E 006 12;53.4;6.2
lelystad;N 52 32;E 005 26;52.5333333333;5.43333333333
maashees;N 51 34;E 006 02;51.5666666667;6.03333333333
marken;N 52 27;E 005 06;52.45;5.1
moerdijk;N 51 41;E 004 35;51.6833333333;4.58333333333
monnickendam;N 52 28;E 005 03;52.4666666667;5.05
muiden;N 52 20;E 005 04;52.3333333333;5.06666666667
nieuwegein;N 52 01;E 005 07;52.0166666667;5.11666666667
nijmegen;N 51 51;E 005 50;51.85;5.83333333333
oostmahorn;N 53 23;E 006 10;53.3833333333;6.16666666667
oudeschild;N 53 03;E 004 51;53.05;4.85
rotterdam;N 51 53;E 004 23;51.8833333333;4.38333333333
schiermonnikoog;N 53 28;E 006 12;53.4666666667;6.2
sliedrecht;N 51 49;E 004 46;51.8166666667;4.76666666667
stavoren;N 52 53;E 005 22;52.8833333333;5.36666666667
stellendam;N 51 49;E 004 02;51.8166666667;4.03333333333
TERNEUZEN;N 51 18;E 003 48;51.3;3.8
terschellingwest;N 53 22;E 005 13;53.3666666667;5.21666666667
tolkamer;N 51 51;E 006 06;51.85;6.1
tuindorp;N 51 51;E 006 05;51.85;6.08333333333
urk;N 52 40;E 005 36;52.6666666667;5.6
utrecht;N 52 05;E 005 05;52.0833333333;5.08333333333
VLISSINGEN;N 51 27;E 003 39;51.45;3.65
volendam;N 52 29;E 005 04;52.4833333333;5.06666666667
wanssum;N 51 32;E 006 05;51.5333333333;6.08333333333
wemeldinge;N 51 31;E 004 00;51.5166666667;4.0
werkendam;N 51 49;E 004 53;51.8166666667;4.88333333333
zwijndrecht;N 51 49;E 004 38;51.8166666667;4.63333333333
bullenbay;N 12 11;W 069 01;12.1833333333;-69.0166666667
curacao;N 12 06;W 068 54;12.1;-68.9
goto;N 12 13;W 068 23;12.2166666667;-68.3833333333
sintmaarten;N 18 02;W 063 06;18.0333333333;-63.1
willemstad;N 12 07;W 068 56;12.1166666667;-68.9333333333
auckland;S 36 50;E 174 46;-36.8333333333;174.766666667
lyttelton%20;S 43 36;E 172 43;-43.6;172.716666667
napier;S 39 28;E 176 55;-39.4666666667;176.916666667
newplymouth;S 39 03;E 174 02;-39.05;174.033333333
portchalmers;S 45 49;E 170 38;-45.8166666667;170.633333333
portnelson;S 41 16;E 173 16;-41.2666666667;173.266666667
tauranga;S 37 39;E 176 10;-37.65;176.166666667
timaru;S 44 23;E 171 16;-44.3833333333;171.266666667
wellington;S 41 17;E 174 47;-41.2833333333;174.783333333
bonny;N 04 25;E 007 09;4.41666666667;7.15
calabar;N 05 01;E 008 19;5.01666666667;8.31666666667
lagos;N 06 27;E 003 21;6.45;3.35
onne;N 04 41;E 007 10;4.68333333333;7.16666666667
portharcourt;N 04 47;E 006 60;4.78333333333;7.0
tincanlagos;N 06 26;E 003 21;6.43333333333;3.35
warri;N 05 31;E 005 44;5.51666666667;5.73333333333
aaheim;N 62 03;E 005 31;62.05;5.51666666667
aalesund;N 62 28;E 006 08;62.4666666667;6.13333333333
andenes;N 69 20;E 016 08;69.3333333333;16.1333333333
ardalstangen;N 61 14;E 007 42;61.2333333333;7.7
arsvagen;N 59 10;E 005 27;59.1666666667;5.45
askoy;N 60 24;E 005 13;60.4;5.21666666667
bergen;N 60 23;E 005 14;60.3833333333;5.23333333333
berlevaag;N 70 52;E 029 06;70.8666666667;29.1
bodoe;N 67 17;E 014 23;67.2833333333;14.3833333333
borgundvag;N 62 09;E 005 18;62.15;5.3
brevik;N 59 04;E 009 42;59.0666666667;9.7
egersund;N 58 27;E 005 60;58.45;6.0
fedje;N 60 47;E 004 43;60.7833333333;4.71666666667
floro;N 61 36;E 005 02;61.6;5.03333333333
halden;N 59 07;E 011 24;59.1166666667;11.4
hammerfall;N 67 24;E 015 32;67.4;15.5333333333
hammerfest;N 70 39;E 023 39;70.65;23.65
hanoytangen;N 60 26;E 005 06;60.4333333333;5.1
haugesund;N 59 24;E 005 16;59.4;5.26666666667
holmestrand;N 59 29;E 010 19;59.4833333333;10.3166666667
hommelvik;N 63 25;E 010 47;63.4166666667;10.7833333333
horten;N 59 25;E 010 29;59.4166666667;10.4833333333
hovland;N 58 27;E 005 59;58.45;5.98333333333
hoyanger;N 61 13;E 006 04;61.2166666667;6.06666666667
husoy;N 59 20;E 005 18;59.3333333333;5.3
karsto;N 59 16;E 005 30;59.2666666667;5.5
kaupanger;N 61 11;E 007 15;61.1833333333;7.25
kirkenes;N 69 43;E 030 03;69.7166666667;30.05
kopervik;N 59 17;E 005 18;59.2833333333;5.3
kragero;N 58 52;E 009 25;58.8666666667;9.41666666667
kristiansand;N 58 06;E 007 59;58.1;7.98333333333
kristiansund;N 63 07;E 007 45;63.1166666667;7.75
larvik;N 59 03;E 010 02;59.05;10.0333333333
moirana;N 66 19;E 014 07;66.3166666667;14.1166666667
mongstad;N 60 48;E 005 02;60.8;5.03333333333
mosjoen;N 65 51;E 013 11;65.85;13.1833333333
Moss;N 59 26;E 010 40;59.4333333333;10.6666666667
narvik;N 68 25;E 017 24;68.4166666667;17.4
oslo;N 59 53;E 010 45;59.8833333333;10.75
porsgrunn;N 59 07;E 009 38;59.1166666667;9.63333333333
rafnes;N 59 06;E 009 35;59.1;9.58333333333
roervik;N 64 52;E 011 15;64.8666666667;11.25
sandefjord;N 59 07;E 010 14;59.1166666667;10.2333333333
sandnes;N 58 52;E 005 45;58.8666666667;5.75
sandnessjoen;N 66 01;E 012 38;66.0166666667;12.6333333333
sarpsborg;N 59 16;E 011 04;59.2666666667;11.0666666667
skien;N 59 07;E 009 34;59.1166666667;9.56666666667
slagen;N 59 19;E 010 31;59.3166666667;10.5166666667
slovag;N 60 51;E 005 04;60.85;5.06666666667
stavanger;N 58 60;E 005 41;59.0;5.68333333333
stavern;N 58 60;E 010 03;59.0;10.05
straumen;N 67 21;E 015 35;67.35;15.5833333333
sture;N 60 37;E 004 52;60.6166666667;4.86666666667
tananger;N 58 55;E 005 35;58.9166666667;5.58333333333
tofte;N 59 33;E 010 34;59.55;10.5666666667
tonsberg;N 59 16;E 010 24;59.2666666667;10.4
torangsvag;N 60 07;E 005 10;60.1166666667;5.16666666667
tromso;N 69 39;E 018 58;69.65;18.9666666667
tromsobreivika;N 69 41;E 018 59;69.6833333333;18.9833333333
trondheim;N 63 26;E 010 23;63.4333333333;10.3833333333
vindenes;N 60 25;E 005 00;60.4166666667;5.0
vormedal;N 59 21;E 005 19;59.35;5.31666666667
minaalfahal;N 23 39;E 058 31;23.65;58.5166666667
muscat;N 23 38;E 058 34;23.6333333333;58.5666666667
salalah;N 16 57;E 054 01;16.95;54.0166666667
sohar;N 24 30;E 056 38;24.5;56.6333333333
gadanibeach;N 25 02;E 066 42;25.0333333333;66.7
karachi;N 24 50;E 066 59;24.8333333333;66.9833333333
qasim;N 24 47;E 067 20;24.7833333333;67.3333333333
bahialasminas;N 09 23;W 079 49;9.38333333333;-79.8166666667
panamaport;N 08 59;W 079 35;8.98333333333;-79.5833333333
colon;N 09 21;W 079 55;9.35;-79.9166666667
manzanillopanama;N 09 22;W 079 53;9.36666666667;-79.8833333333
portmoresby;S 09 27;E 147 07;-9.45;147.116666667
callao;S 12 03;W 077 09;-12.05;-77.15
ilo;S 17 39;W 071 21;-17.65;-71.35
lapampilla;S 11 57;W 077 08;-11.95;-77.1333333333
matarani;S 16 60;W 072 06;-17.0;-72.1
bataan;N 14 29;E 120 37;14.4833333333;120.616666667
calaca;N 13 55;E 120 49;13.9166666667;120.816666667
cebu;N 10 18;E 123 55;10.3;123.916666667
davao;N 07 12;E 125 41;7.2;125.683333333
hanjinsubic;N 14 49;E 120 13;14.8166666667;120.216666667
keppelsubic;N 14 53;E 120 13;14.8833333333;120.216666667
limayterminals;N 14 31;E 120 37;14.5166666667;120.616666667
manila;N 14 36;E 120 58;14.6;120.966666667
subicbay;N 14 49;E 120 17;14.8166666667;120.283333333
darlowo;N 54 26;E 016 23;54.4333333333;16.3833333333
GDANSK;N 54 23;E 018 42;54.3833333333;18.7
GDYNIA;N 54 32;E 018 32;54.5333333333;18.5333333333
hel;N 54 36;E 018 48;54.6;18.8
police;N 53 34;E 014 35;53.5666666667;14.5833333333
swinoujscie;N 53 54;E 014 16;53.9;14.2666666667
SZCZECIN;N 53 26;E 014 35;53.4333333333;14.5833333333
wladyslawowo;N 54 48;E 018 25;54.8;18.4166666667
aveiro;N 40 39;W 008 42;40.65;-8.7
cascais;N 38 42;W 009 25;38.7;-9.41666666667
faro;N 37 00;W 007 55;37.0;-7.91666666667
figueiradafoz%20;N 40 09;W 008 51;40.15;-8.85
funchal;N 32 39;W 016 55;32.65;-16.9166666667
horta;N 38 32;W 028 37;38.5333333333;-28.6166666667
lagosportu;N 37 06;W 008 40;37.1;-8.66666666667
leixoes;N 41 11;W 008 42;41.1833333333;-8.7
LISSABON;N 38 43;W 009 08;38.7166666667;-9.13333333333
pontadelgada;N 37 44;W 025 40;37.7333333333;-25.6666666667
portimao;N 37 07;W 008 32;37.1166666667;-8.53333333333
sao%20roque%20do%20pico;N 38 32;W 028 19;38.5333333333;-28.3166666667
SETUBAL;N 38 29;W 008 51;38.4833333333;-8.85
sines;N 37 56;W 008 51;37.9333333333;-8.85
Viladaslajes;N 39 23;W 031 10;39.3833333333;-31.1666666667
guayanilla;N 17 59;W 066 46;17.9833333333;-66.7666666667
sanjuanpr;N 18 27;W 066 06;18.45;-66.1
alshaheen;N 26 34;E 051 59;26.5666666667;51.9833333333
doha;N 25 18;E 051 33;25.3;51.55
raslaffan;N 25 55;E 051 36;25.9166666667;51.6
ummsaid;N 24 56;E 051 35;24.9333333333;51.5833333333
leportreunion;S 20 56;E 055 18;-20.9333333333;55.3
portreunioneast;S 20 56;E 055 19;-20.9333333333;55.3166666667
capumidia;N 44 20;E 028 40;44.3333333333;28.6666666667
constanta;N 44 09;E 028 40;44.15;28.6666666667
mangalia;N 43 48;E 028 34;43.8;28.5666666667
tulcea;N 45 11;E 028 48;45.1833333333;28.8
azov;N 47 07;E 039 24;47.1166666667;39.4
baltiysk;N 54 38;E 019 56;54.6333333333;19.9333333333
jeisk;N 46 44;E 038 16;46.7333333333;38.2666666667
kaliningrad;N 54 38;E 020 17;54.6333333333;20.2833333333
kavkaz;N 45 20;E 036 40;45.3333333333;36.6666666667
kronshtadt;N 59 60;E 029 45;60.0;29.75
lomonosov;N 59 55;E 029 46;59.9166666667;29.7666666667
murmansk;N 68 59;E 033 04;68.9833333333;33.0666666667
nakhodka%20;N 42 48;E 132 53;42.8;132.883333333
novorossiysk;N 44 43;E 037 49;44.7166666667;37.8166666667
primorsk;N 60 20;E 028 43;60.3333333333;28.7166666667
rostov;N 47 12;E 039 40;47.2;39.6666666667
shakhtersk;N 49 10;E 142 03;49.1666666667;142.05
slavyanka;N 42 52;E 131 24;42.8666666667;131.4
sovetskaya%20gavan;N 48 59;E 140 17;48.9833333333;140.283333333
STPETERSBURG;N 59 55;E 030 17;59.9166666667;30.2833333333
taganrog;N 47 12;E 038 57;47.2;38.95
taman;N 45 07;E 036 40;45.1166666667;36.6666666667
temryuk;N 45 20;E 037 22;45.3333333333;37.3666666667
tuapse;N 44 05;E 039 04;44.0833333333;39.0666666667
ustluga;N 59 41;E 028 22;59.6833333333;28.3666666667
vanino;N 49 06;E 140 19;49.1;140.316666667
vladivostok;N 43 06;E 131 54;43.1;131.9
vostochny;N 42 44;E 133 03;42.7333333333;133.05
vrangel;N 42 43;E 133 04;42.7166666667;133.066666667
vysotsk;N 60 37;E 028 34;60.6166666667;28.5666666667
basseterre;N 17 17;W 062 43;17.2833333333;-62.7166666667
charlestown;N 17 07;W 062 38;17.1166666667;-62.6333333333
christopheharbourmarina;N 17 15;W 062 39;17.25;-62.65
castries;N 14 01;W 060 60;14.0166666667;-61.0
aljubail;N 27 02;E 049 40;27.0333333333;49.6666666667
dammam;N 26 30;E 050 12;26.5;50.2
jeddah;N 21 29;E 039 09;21.4833333333;39.15
kingabdullahport;N 22 31;E 039 06;22.5166666667;39.1
qadimah;N 22 20;E 039 06;22.3333333333;39.1
rabigh;N 22 44;E 039 00;22.7333333333;39.0
yanbu;N 23 60;E 038 10;24.0;38.1666666667
Dakar;N 14 41;W 017 26;14.6833333333;-17.4333333333
victoria;S 04 38;E 055 28;-4.63333333333;55.4666666667
freetown;N 08 29;W 013 13;8.48333333333;-13.2166666667
loyang;N 01 23;E 103 58;1.38333333333;103.966666667
sembawang;N 01 28;E 103 50;1.46666666667;103.833333333
singapore;N 01 15;E 103 44;1.25;103.733333333
bratislava;N 48 08;E 017 08;48.1333333333;17.1333333333
berbera;N 10 26;E 044 60;10.4333333333;45.0
mogadishu;N 02 02;E 045 21;2.03333333333;45.35
saylac;N 11 21;E 043 29;11.35;43.4833333333
capetown;S 33 55;E 018 26;-33.9166666667;18.4333333333
DURBAN;S 29 53;E 031 02;-29.8833333333;31.0333333333
eastlondon;S 33 02;E 027 54;-33.0333333333;27.9
houtbay;S 34 03;E 018 21;-34.05;18.35
mosselbay;S 34 11;E 022 09;-34.1833333333;22.15
ngqura;S 33 48;E 025 41;-33.8;25.6833333333
PORTELIZABETH;S 33 58;E 025 38;-33.9666666667;25.6333333333
portnolloth;S 29 16;E 016 52;-29.2666666667;16.8666666667
richardsbay;S 28 49;E 032 04;-28.8166666667;32.0666666667
sainthelenabay;S 32 45;E 018 01;-32.75;18.0166666667
saldanha;S 33 01;E 017 59;-33.0166666667;17.9833333333
anjeong;N 34 57;E 128 26;34.95;128.433333333
busan;N 35 06;E 129 04;35.1;129.066666667
busan%20new%20port;N 35 04;E 128 48;35.0666666667;128.8
daesanseosan;N 37 01;E 126 23;37.0166666667;126.383333333
dangjin;N 37 00;E 126 39;37.0;126.65
gohyeon;N 34 54;E 128 37;34.9;128.616666667
gunsan;N 35 59;E 126 38;35.9833333333;126.633333333
gwangyang;N 34 56;E 127 41;34.9333333333;127.683333333
incheon;N 37 26;E 126 39;37.4333333333;126.65
mokpo;N 34 47;E 126 24;34.7833333333;126.4
okpo;N 34 53;E 128 42;34.8833333333;128.7
Pohang;N 36 02;E 129 24;36.0333333333;129.4
pyeongtaek;N 36 57;E 126 50;36.95;126.833333333
taean;N 36 55;E 126 14;36.9166666667;126.233333333
ulsan;N 35 28;E 129 24;35.4666666667;129.4
yeongheung;N 37 14;E 126 27;37.2333333333;126.45
Yeosu;N 34 48;E 127 42;34.8;127.7
alcanar;N 40 34;E 000 33;40.5666666667;0.55
ALGECIRAS;N 36 08;W 005 26;36.1333333333;-5.43333333333
alicante;N 38 20;W 000 30;38.3333333333;-0.5
arrecife;N 28 58;W 013 32;28.9666666667;-13.5333333333
aviles;N 43 35;W 005 55;43.5833333333;-5.91666666667
barcelona;N 41 20;E 002 09;41.3333333333;2.15
bilbao;N 43 19;W 003 01;43.3166666667;-3.01666666667
blanes;N 41 40;E 002 48;41.6666666667;2.8
cadiz;N 36 31;W 006 16;36.5166666667;-6.26666666667
campamento;N 36 10;W 005 22;36.1666666667;-5.36666666667
cangasdemorrazo;N 42 16;W 008 44;42.2666666667;-8.73333333333
caraminal;N 42 36;W 008 56;42.6;-8.93333333333
carboneras;N 36 58;W 001 54;36.9666666667;-1.9
cartagenaspain;N 37 35;W 000 58;37.5833333333;-0.966666666667
CARTEYAGUADARRANQUE;N 36 10;W 005 24;36.1666666667;-5.4
castellon;N 39 58;E 000 01;39.9666666667;0.0166666666667
CEUTA;N 35 54;W 005 19;35.9;-5.31666666667
denia;N 38 51;E 000 07;38.85;0.116666666667
elferrol;N 43 29;W 008 13;43.4833333333;-8.21666666667
gandia;N 38 60;W 000 09;39.0;-0.15
gijon;N 43 34;W 005 42;43.5666666667;-5.7
huelva;N 37 12;W 006 56;37.2;-6.93333333333
ibiza;N 38 55;E 001 27;38.9166666667;1.45
lacoruna;N 43 22;W 008 24;43.3666666667;-8.4
lasavina;N 38 44;E 001 25;38.7333333333;1.41666666667
laspalmas;N 28 08;W 015 25;28.1333333333;-15.4166666667
loscristianos;N 28 03;W 016 43;28.05;-16.7166666667
malaga;N 36 42;W 004 25;36.7;-4.41666666667
motril;N 36 43;W 003 31;36.7166666667;-3.51666666667
palma;N 39 33;E 002 38;39.55;2.63333333333
portandraitx;N 39 33;E 002 23;39.55;2.38333333333
puertodelrosario;N 28 30;W 013 51;28.5;-13.85
puertomarin;N 42 24;W 008 42;42.4;-8.7
puertoportal;N 39 32;E 002 34;39.5333333333;2.56666666667
ribeira;N 42 34;W 008 59;42.5666666667;-8.98333333333
sagunto;N 39 39;W 000 13;39.65;-0.216666666667
sansebastiangomera;N 28 05;W 017 07;28.0833333333;-17.1166666667
santacruzdetenerife;N 28 28;W 016 14;28.4666666667;-16.2333333333
santaeulaliadelrio;N 38 59;E 001 32;38.9833333333;1.53333333333
SANTANDER;N 43 26;W 003 49;43.4333333333;-3.81666666667
santantoni;N 38 59;E 001 18;38.9833333333;1.3
sanxenxo;N 42 24;W 008 48;42.4;-8.8
sevilla;N 37 21;W 005 60;37.35;-6.0
tarifa;N 36 01;W 005 36;36.0166666667;-5.6
tarragona;N 41 06;E 001 13;41.1;1.21666666667
torrevieja;N 37 58;W 000 41;37.9666666667;-0.683333333333
valencia;N 39 26;W 000 19;39.4333333333;-0.316666666667
vigo;N 42 15;W 008 42;42.25;-8.7
vilanova;N 41 13;E 001 44;41.2166666667;1.73333333333
colombo;N 06 57;E 079 51;6.95;79.85
galle;N 06 02;E 080 14;6.03333333333;80.2333333333
portsudan;N 19 36;E 037 14;19.6;37.2333333333
ahus;N 55 56;E 014 19;55.9333333333;14.3166666667
angelholm;N 56 16;E 012 50;56.2666666667;12.8333333333
brofjorden;N 58 21;E 011 25;58.35;11.4166666667
falkenberg;N 56 54;E 012 29;56.9;12.4833333333
faeroesund;N 57 52;E 019 03;57.8666666667;19.05
fotoe;N 57 40;E 011 40;57.6666666667;11.6666666667
frederikstad;N 59 12;E 010 56;59.2;10.9333333333
gaevle;N 60 41;E 017 14;60.6833333333;17.2333333333
glommen;N 56 56;E 012 21;56.9333333333;12.35
GOTHENBURG;N 57 42;E 011 54;57.7;11.9
grums;N 59 20;E 013 07;59.3333333333;13.1166666667
hallstavik;N 60 04;E 018 35;60.0666666667;18.5833333333
halmstad;N 56 40;E 012 51;56.6666666667;12.85
haernoesand;N 62 38;E 017 56;62.6333333333;17.9333333333
helsingborg;N 56 02;E 012 42;56.0333333333;12.7
hoenoe;N 57 41;E 011 39;57.6833333333;11.65
hudiksvall;N 61 43;E 017 07;61.7166666667;17.1166666667
husumsweden;N 63 19;E 019 10;63.3166666667;19.1666666667
iggesund;N 61 37;E 017 08;61.6166666667;17.1333333333
kalmar;N 56 40;E 016 22;56.6666666667;16.3666666667
kapellskar;N 59 43;E 019 04;59.7166666667;19.0666666667
kappelshamn;N 56 09;E 014 51;56.15;14.85
karlsborg;N 65 50;E 023 12;65.8333333333;23.2
karlshamn;N 56 09;E 014 51;56.15;14.85
karlskrona;N 56 10;E 015 36;56.1666666667;15.6
karlstad;N 59 21;E 013 29;59.35;13.4833333333
kristinehamn;N 59 19;E 014 05;59.3166666667;14.0833333333
kubikenborg;N 62 22;E 017 22;62.3666666667;17.3666666667
